input_address,candidate_address,score,x,y,HouseNumber,StreetName,StreetType,UnitNumber,Locality,State,Postcode,Valuation,SystemValuation,Ref_ID,Addr_type
"6 NORTHGATE, Aberfoyle Park, SA","6 NORTHGATE PLACE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60286969639756,-35.07386783567732,6,NORTHGATE,PLACE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460362007,685161,449236,Address
"1 OAKLEY, Aberfoyle Park, SA","1 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60988365218242,-35.06977202501697,1,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1457606509,877035,568344,Address
"10 OAKLEY, Aberfoyle Park, SA","10 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60975213395054,-35.06902790475859,10,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1457606648,939803,1239415,Address
"3 OAKLEY, Aberfoyle Park, SA","3 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60956542904893,-35.06966255146021,3,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145760655*,877036,568345,Address
"4 OAKLEY, Aberfoyle Park, SA","4 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61009030226626,-35.069279843902905,4,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1457606680,877039,556750,Address
"5 OAKLEY, Aberfoyle Park, SA","5 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60945820494882,-35.06947719623261,5,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1457606584,877037,568346,Address
"6 OAKLEY, Aberfoyle Park, SA","6 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60989984827026,-35.06913092987296,6,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1457606656,877038,556749,Address
"7 OAKLEY, Aberfoyle Park, SA","UNIT 2 7 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60935742929112,-35.06930548770867,7,OAKLEY,ROAD,2,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1457606613,978073,643651,Address
"7 OAKLEY, Aberfoyle Park, SA","7 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60936102842174,-35.06899791200332,7,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145760663*,978074,643652,Address
"8 OAKLEY, Aberfoyle Park, SA","8 OAKLEY ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60962151550132,-35.06892203033247,8,OAKLEY,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1457606621,939802,605419,Address
"1 OAKRIDGE, Aberfoyle Park, SA","1 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60298171933852,-35.05919537979679,1,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458602008,235108,140496,Address
"1 OAKRIDGE, Aberfoyle Park, SA","1 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60430559955637,-35.05948450995764,1,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456302300,715190,459134,Address
"10 OAKRIDGE, Aberfoyle Park, SA","10 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.603159126486,-35.059315500781665,10,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458601005,235107,140495,Address
"10 OAKRIDGE, Aberfoyle Park, SA","100 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.61113090091052,-35.06686122811753,100,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456785111,1192433,1089321,Address
"10 OAKRIDGE, Aberfoyle Park, SA","110 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.6118534263851,-35.068179709639416,110,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456730006,234499,133719,Address
"100 OAKRIDGE, Aberfoyle Park, SA","100 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61113090091052,-35.06686122811753,100,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456785111,1192433,1089321,Address
"100A OAKRIDGE, Aberfoyle Park, SA","100A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6108962076005,-35.066988397399896,100A,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456785357,1192434,1264763,Address
"100A OAKRIDGE, Aberfoyle Park, SA","100 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.61113090091052,-35.06686122811753,100,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456785111,1192433,1089321,Address
"102 OAKRIDGE, Aberfoyle Park, SA","102 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6108867598826,-35.06737575383427,102,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456784004,234502,133720,Address
"104 OAKRIDGE, Aberfoyle Park, SA","104 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61048215761392,-35.06802629669619,104,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456783108,939800,605418,Address
"106 OAKRIDGE, Aberfoyle Park, SA","106 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61154150173024,-35.06758240391812,106,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456782260,1889319,1156177,Address
"106A OAKRIDGE, Aberfoyle Park, SA","106 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.61154150173024,-35.06758240391812,106,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456782260,1889319,1156177,Address
"108 OAKRIDGE, Aberfoyle Park, SA","108 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61160298687855,-35.06786838483966,108,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456731105,877050,566389,Address
"108A OAKRIDGE, Aberfoyle Park, SA","108A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61170271278985,-35.06798790596943,108A,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456731201,877051,566390,Address
"108A OAKRIDGE, Aberfoyle Park, SA","108 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.61160298687855,-35.06786838483966,108,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456731105,877050,566389,Address
"11 OAKRIDGE, Aberfoyle Park, SA","11 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60556244596617,-35.059822078418264,11,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456307005,239419,140533,Address
"110 OAKRIDGE, Aberfoyle Park, SA","110 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6118534263851,-35.068179709639416,110,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456730006,234499,133719,Address
"12 OAKRIDGE, Aberfoyle Park, SA","12 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6033297852635,-35.05943952082473,12,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458600002,235106,140494,Address
"12 OAKRIDGE, Aberfoyle Park, SA","102 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.6108867598826,-35.06737575383427,102,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456784004,234502,133720,Address
"13 OAKRIDGE, Aberfoyle Park, SA","13 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60577194536177,-35.06012215593479,13,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456308008,239420,140534,Address
"14 OAKRIDGE, Aberfoyle Park, SA","14 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6034758499817,-35.05957898713676,14,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458599005,235105,140493,Address
"14 OAKRIDGE, Aberfoyle Park, SA","104 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.61048215761392,-35.06802629669619,104,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456783108,939800,605418,Address
"15 OAKRIDGE, Aberfoyle Park, SA","15 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60542297965412,-35.06050936240539,15,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456309000,239421,140535,Address
"16 OAKRIDGE, Aberfoyle Park, SA","16 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6037564322073,-35.05981787943252,16,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458598002,235104,140492,Address
"16 OAKRIDGE, Aberfoyle Park, SA","106 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.61154150173024,-35.06758240391812,106,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456782260,1889319,1156177,Address
"18 OAKRIDGE, Aberfoyle Park, SA","18 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6039473360946,-35.05995659592567,18,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145859700*,235103,140491,Address
"18 OAKRIDGE, Aberfoyle Park, SA","108 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.61160298687855,-35.06786838483966,108,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456731105,877050,566389,Address
"1A OAKRIDGE, Aberfoyle Park, SA","1A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60444026702754,-35.05960373115986,1A,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145630260*,715191,459135,Address
"1A OAKRIDGE, Aberfoyle Park, SA","1 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60298171933852,-35.05919537979679,1,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458602008,235108,140496,Address
"1A OAKRIDGE, Aberfoyle Park, SA","1 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60430559955637,-35.05948450995764,1,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456302300,715190,459134,Address
"1D OAKRIDGE, Aberfoyle Park, SA","1D OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61088840948412,-35.065704707474126,1D,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456670082,1866002,1136990,Address
"2 OAKRIDGE, Aberfoyle Park, SA","2 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60279171523385,-35.05906311174603,2,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458603000,235109,140497,Address
"20 OAKRIDGE, Aberfoyle Park, SA","20 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60411934454612,-35.06011165847044,20,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458596007,235102,1188403,Address
"22 OAKRIDGE, Aberfoyle Park, SA","22 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6042774063664,-35.0602623720657,22,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458595004,235101,140490,Address
"24 OAKRIDGE, Aberfoyle Park, SA","24 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60441537304067,-35.06041803446558,24,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458594001,235100,140489,Address
"26 OAKRIDGE, Aberfoyle Park, SA","26 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60454629141745,-35.06057714603231,26,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458593009,235099,1188402,Address
"28 OAKRIDGE, Aberfoyle Park, SA","28 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60468260849018,-35.06073730734548,28,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458592006,235098,144806,Address
"3 OAKRIDGE, Aberfoyle Park, SA","3 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60263770243552,-35.05895768721124,3,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145860410*,1082623,698777,Address
"3 OAKRIDGE, Aberfoyle Park, SA","3 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6046964051576,-35.0596593677209,3,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456303004,239415,1187808,Address
"30 OAKRIDGE, Aberfoyle Park, SA","30 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60481922549044,-35.0609028673546,30,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458591003,235097,144805,Address
"32 OAKRIDGE, Aberfoyle Park, SA","32 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60496319071578,-35.06106152903,32,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458590000,235096,144804,Address
"33 OAKRIDGE, Aberfoyle Park, SA","33 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60709087677498,-35.062475387513665,33,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456359008,239459,143362,Address
"34 OAKRIDGE, Aberfoyle Park, SA","34 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6051103051804,-35.06122333994471,34,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145858900*,235095,144803,Address
"35 OAKRIDGE, Aberfoyle Park, SA","35 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60723394221765,-35.062613504151706,35,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456360009,239460,143363,Address
"36 OAKRIDGE, Aberfoyle Park, SA","36 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6052112308019,-35.061384551004316,36,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458588007,235094,144802,Address
"37 OAKRIDGE, Aberfoyle Park, SA","37 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60737865726185,-35.06275057104331,37,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456361001,239461,144493,Address
"38 OAKRIDGE, Aberfoyle Park, SA","38 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6053502472226,-35.06152341746124,38,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458587004,235093,144801,Address
"39 OAKRIDGE, Aberfoyle Park, SA","39 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6075034271238,-35.06290308420389,39,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456362004,239462,144494,Address
"3A OAKRIDGE, Aberfoyle Park, SA","3A OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60254607456815,-35.05887820640976,3A,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458604206,1082622,703245,Address
"3A OAKRIDGE, Aberfoyle Park, SA","3 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60263770243552,-35.05895768721124,3,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145860410*,1082623,698777,Address
"3A OAKRIDGE, Aberfoyle Park, SA","3 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.6046964051576,-35.0596593677209,3,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456303004,239415,1187808,Address
"4 OAKRIDGE, Aberfoyle Park, SA","4 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60235562057215,-35.058827068762014,4,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458605006,235111,140498,Address
"40 OAKRIDGE, Aberfoyle Park, SA","40 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60547996588915,-35.06167263141873,40,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458586001,235092,144742,Address
"41 OAKRIDGE, Aberfoyle Park, SA","41 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60768848242384,-35.06302950366737,41,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456363007,239463,144495,Address
"42 OAKRIDGE, Aberfoyle Park, SA","42 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6057926403629,-35.06201634839418,42,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456814007,234531,133801,Address
"44 OAKRIDGE, Aberfoyle Park, SA","44 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60594080457395,-35.06216886155475,44,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456813004,234530,133800,Address
"45 OAKRIDGE, Aberfoyle Park, SA","45 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60804929526978,-35.0632914903847,45,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456365010,1849468,1162149,Address
"45A OAKRIDGE, Aberfoyle Park, SA","45A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.608135674405,-35.063352975533014,45A,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456365117,1849467,1127387,Address
"45A OAKRIDGE, Aberfoyle Park, SA","45 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60804929526978,-35.0632914903847,45,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456365010,1849468,1162149,Address
"46 OAKRIDGE, Aberfoyle Park, SA","46 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60608491976305,-35.06231132714231,46,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456812001,234529,133799,Address
"47 OAKRIDGE, Aberfoyle Park, SA","47 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6082715415864,-35.063472946554114,47,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456366005,679759,455770,Address
"48 OAKRIDGE, Aberfoyle Park, SA","48 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60623413372053,-35.06245319287476,48,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456811009,234528,133798,Address
"5 OAKRIDGE, Aberfoyle Park, SA","5 OAKRIDGE CLOSE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60209378381862,-35.058844464560075,5,OAKRIDGE,CLOSE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458606009,235112,140556,Address
"5 OAKRIDGE, Aberfoyle Park, SA","5 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60487771136323,-35.059819079142734,5,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456304007,239416,140531,Address
"50 OAKRIDGE, Aberfoyle Park, SA","50 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6063842474607,-35.06259520857099,50,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456810006,234527,133797,Address
"51 OAKRIDGE, Aberfoyle Park, SA","51 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60861795790981,-35.063766425664475,51,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456368123,1014041,655164,Address
"51A OAKRIDGE, Aberfoyle Park, SA","51A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60867224479685,-35.06387739885899,51A,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456368502,1077892,702111,Address
"51A OAKRIDGE, Aberfoyle Park, SA","51 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60861795790981,-35.063766425664475,51,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456368123,1014041,655164,Address
"51B OAKRIDGE, Aberfoyle Park, SA","51B OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60874032835133,-35.064030811802226,51B,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456368756,1077893,702112,Address
"52 OAKRIDGE, Aberfoyle Park, SA","52 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6065099171053,-35.06276256814542,52,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456809005,234526,133796,Address
"53 OAKRIDGE, Aberfoyle Park, SA","53 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60936807671922,-35.06449479972633,53,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665806,975257,642090,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 1 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60917612308546,-35.06418677412966,53A,OAKRIDGE,ROAD,1,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145666511*,977511,640641,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 8 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60923445899448,-35.0644042216054,53A,OAKRIDGE,ROAD,8,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145666546*,977504,640634,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 7 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60949044716077,-35.0643470854066,53A,OAKRIDGE,ROAD,7,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665419,977505,640635,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 6 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60960771883387,-35.06426955413421,53A,OAKRIDGE,ROAD,6,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665363,977506,640636,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 2 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60967445271436,-35.06394518248592,53A,OAKRIDGE,ROAD,2,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665160,977510,640640,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 5 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60974178644994,-35.06420611945681,53A,OAKRIDGE,ROAD,5,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665312,977507,640637,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 3 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60992669178623,-35.063985372777985,53A,OAKRIDGE,ROAD,3,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665216,977509,640639,Address
"53A OAKRIDGE, Aberfoyle Park, SA","UNIT 4 53A OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60997932907173,-35.064126038800225,53A,OAKRIDGE,ROAD,4,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665267,977508,640638,Address
"53A OAKRIDGE, Aberfoyle Park, SA","53 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60936807671922,-35.06449479972633,53,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456665806,975257,642090,Address
"54 OAKRIDGE, Aberfoyle Park, SA","54 OAKRIDGE ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60667292773022,-35.06290983257382,54,OAKRIDGE,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456808002,234525,133795,Address
